"season","team","power_rating","offensive_rating","defensive_rating","prior_source","games_played","prior_rating"
2026,"UTEP",0.692378841290263,NA,NA,"carryover+talent",0,0.692378841290263
2026,"Air Force",0.64109507112307,NA,NA,"carryover+talent",0,0.64109507112307
2026,"North Dakota",0.609282650922648,NA,NA,"carryover+talent",0,0.609282650922648
2026,"Colorado State",0.49888595276612,NA,NA,"carryover+talent",0,0.49888595276612
2026,"Nevada",0.364493923402577,NA,NA,"carryover+talent",0,0.364493923402577
2026,"Oklahoma State",-0.0706383646529805,NA,NA,"carryover+talent",0,-0.0706383646529805
2026,"Louisiana",-0.233640482919196,NA,NA,"carryover+talent",0,-0.233640482919196
2026,"Tulsa",-0.291999965309336,NA,NA,"carryover+talent",0,-0.291999965309336
2026,"Buffalo",-0.293763306595121,NA,NA,"carryover+talent",0,-0.293763306595121
2026,"Georgia State",-0.368371430240429,NA,NA,"carryover+talent",0,-0.368371430240429
2026,"New Mexico State",-0.537418948022317,NA,NA,"carryover+talent",0,-0.537418948022317
2026,"Kent State",-0.671160859997881,NA,NA,"carryover+talent",0,-0.671160859997881
2026,"Liberty",-0.7055198933276,NA,NA,"carryover+talent",0,-0.7055198933276
2026,"Coastal Carolina",-0.74943845234044,NA,NA,"carryover+talent",0,-0.74943845234044
2026,"UAlbany",-0.807406847645197,NA,NA,"carryover",0,-0.807406847645197
2026,"Middle Tennessee",-0.948162248568949,NA,NA,"carryover+talent",0,-0.948162248568949
2026,"Kennesaw State",-0.979098866682413,NA,NA,"carryover+talent",0,-0.979098866682413
2026,"Florida International",-1.02517205978811,NA,NA,"carryover",0,-1.02517205978811
2026,"Rice",-1.06059036204157,NA,NA,"carryover+talent",0,-1.06059036204157
2026,"Bowling Green",-1.07471878584905,NA,NA,"carryover+talent",0,-1.07471878584905
2026,"UAB",-1.10626473692536,NA,NA,"carryover+talent",0,-1.10626473692536
2026,"Long Island University",-1.30087586587054,NA,NA,"carryover",0,-1.30087586587054
2026,"San José State",-1.51308721328994,NA,NA,"carryover",0,-1.51308721328994
2026,"Missouri State",-1.83893113602273,NA,NA,"carryover+talent",0,-1.83893113602273
2026,"Akron",-2.06441821672322,NA,NA,"carryover+talent",0,-2.06441821672322
2026,"Montana State",-2.17712066135721,NA,NA,"carryover+talent",0,-2.17712066135721
2026,"Austin Peay",-2.29285460136996,NA,NA,"carryover+talent",0,-2.29285460136996
2026,"Cal Poly",-2.65669203208142,NA,NA,"carryover+talent",0,-2.65669203208142
2026,"App State",-2.88628436940029,NA,NA,"carryover",0,-2.88628436940029
2026,"UL Monroe",-2.94744330747783,NA,NA,"carryover",0,-2.94744330747783
2026,"Ball State",-3.36700576037337,NA,NA,"carryover+talent",0,-3.36700576037337
2026,"Northern Arizona",-3.46134426045014,NA,NA,"carryover+talent",0,-3.46134426045014
2026,"Idaho State",-3.54751456037724,NA,NA,"carryover+talent",0,-3.54751456037724
2026,"SE Louisiana",-3.68303142973148,NA,NA,"carryover",0,-3.68303142973148
2026,"UC Davis",-4.15196989141537,NA,NA,"carryover+talent",0,-4.15196989141537
2026,"Charlotte",-4.15427137244604,NA,NA,"carryover+talent",0,-4.15427137244604
2026,"Delaware",-4.35199454190539,NA,NA,"carryover+talent",0,-4.35199454190539
2026,"Eastern Washington",-4.35855318872304,NA,NA,"carryover+talent",0,-4.35855318872304
2026,"Portland State",-4.66824541867213,NA,NA,"carryover+talent",0,-4.66824541867213
2026,"Morgan State",-4.87496246914302,NA,NA,"carryover",0,-4.87496246914302
2026,"Sam Houston",-5.45264102983334,NA,NA,"carryover+talent",0,-5.45264102983334
2026,"Tarleton State",-5.83888114346775,NA,NA,"carryover+talent",0,-5.83888114346775
2026,"Jackson State",-5.93664965725695,NA,NA,"carryover+talent",0,-5.93664965725695
2026,"South Dakota",-6.43254672810315,NA,NA,"carryover+talent",0,-6.43254672810315
2026,"Western Carolina",-7.09378637458341,NA,NA,"carryover+talent",0,-7.09378637458341
2026,"Weber State",-7.20599439546784,NA,NA,"carryover+talent",0,-7.20599439546784
2026,"Illinois State",-7.55344969170546,NA,NA,"carryover+talent",0,-7.55344969170546
2026,"Stephen F. Austin",-7.94483415340707,NA,NA,"carryover+talent",0,-7.94483415340707
2026,"Southern Illinois",-8.2909299856501,NA,NA,"carryover+talent",0,-8.2909299856501
2026,"Youngstown State",-8.295877591644,NA,NA,"carryover+talent",0,-8.295877591644
2026,"Indiana State",-8.58925635632087,NA,NA,"carryover+talent",0,-8.58925635632087
2026,"Southeast Missouri State",-9.1116969819461,NA,NA,"carryover+talent",0,-9.1116969819461
2026,"Wofford",-9.12661672543358,NA,NA,"carryover+talent",0,-9.12661672543358
2026,"Central Arkansas",-9.31390065368837,NA,NA,"carryover+talent",0,-9.31390065368837
2026,"Mercer",-9.31925544582655,NA,NA,"carryover+talent",0,-9.31925544582655
2026,"Saint Francis",-9.45902007476453,NA,NA,"carryover",0,-9.45902007476453
2026,"Gardner-Webb",-9.64792452272942,NA,NA,"carryover+talent",0,-9.64792452272942
2026,"Alabama State",-9.76439993973507,NA,NA,"carryover+talent",0,-9.76439993973507
2026,"Grambling",-9.96879323474409,NA,NA,"carryover+talent",0,-9.96879323474409
2026,"Chattanooga",-10.0362132825972,NA,NA,"carryover+talent",0,-10.0362132825972
2026,"Furman",-10.1733076423291,NA,NA,"carryover+talent",0,-10.1733076423291
2026,"Massachusetts",-10.1772817175155,NA,NA,"carryover",0,-10.1772817175155
2026,"Towson",-10.2951018659259,NA,NA,"carryover+talent",0,-10.2951018659259
2026,"Merrimack",-10.3224178052596,NA,NA,"carryover+talent",0,-10.3224178052596
2026,"East Tennessee State",-10.4210231074661,NA,NA,"carryover+talent",0,-10.4210231074661
2026,"Samford",-10.4371736501164,NA,NA,"carryover+talent",0,-10.4371736501164
2026,"Western Illinois",-10.8832697195321,NA,NA,"carryover+talent",0,-10.8832697195321
2026,"Northern Colorado",-10.9315108758905,NA,NA,"carryover+talent",0,-10.9315108758905
2026,"Eastern Kentucky",-11.573954430731,NA,NA,"carryover+talent",0,-11.573954430731
2026,"Villanova",-11.7936548775355,NA,NA,"carryover+talent",0,-11.7936548775355
2026,"Eastern Illinois",-12.0163012324256,NA,NA,"carryover+talent",0,-12.0163012324256
2026,"Lamar",-12.2799122249158,NA,NA,"carryover+talent",0,-12.2799122249158
2026,"Holy Cross",-12.3250663383419,NA,NA,"carryover+talent",0,-12.3250663383419
2026,"Campbell",-12.3410915701821,NA,NA,"carryover+talent",0,-12.3410915701821
2026,"Howard",-12.4862000057522,NA,NA,"carryover+talent",0,-12.4862000057522
2026,"Nicholls",-12.569035324092,NA,NA,"carryover+talent",0,-12.569035324092
2026,"McNeese",-12.8026531966967,NA,NA,"carryover+talent",0,-12.8026531966967
2026,"Incarnate Word",-12.8105850168192,NA,NA,"carryover+talent",0,-12.8105850168192
2026,"Bryant",-12.8519791173373,NA,NA,"carryover+talent",0,-12.8519791173373
2026,"Richmond",-13.0881393104371,NA,NA,"carryover+talent",0,-13.0881393104371
2026,"Delaware State",-13.0928033275328,NA,NA,"carryover+talent",0,-13.0928033275328
2026,"Arkansas-Pine Bluff",-13.1987106403577,NA,NA,"carryover+talent",0,-13.1987106403577
2026,"Northern Iowa",-13.200739328784,NA,NA,"carryover+talent",0,-13.200739328784
2026,"Southern",-13.2734667567324,NA,NA,"carryover+talent",0,-13.2734667567324
2026,"Texas Southern",-13.2780931508616,NA,NA,"carryover+talent",0,-13.2780931508616
2026,"Houston Christian",-13.4796218718236,NA,NA,"carryover+talent",0,-13.4796218718236
2026,"Charleston Southern",-13.5319380526196,NA,NA,"carryover+talent",0,-13.5319380526196
2026,"Tennessee Tech",-13.5657615756006,NA,NA,"carryover+talent",0,-13.5657615756006
2026,"New Hampshire",-13.7142906823758,NA,NA,"carryover+talent",0,-13.7142906823758
2026,"Alabama A&M",-13.8781701022471,NA,NA,"carryover+talent",0,-13.8781701022471
2026,"Abilene Christian",-13.9346992737763,NA,NA,"carryover+talent",0,-13.9346992737763
2026,"Lindenwood",-14.1620551485542,NA,NA,"carryover+talent",0,-14.1620551485542
2026,"Florida A&M",-14.3161668949225,NA,NA,"carryover+talent",0,-14.3161668949225
2026,"Colgate",-14.3231994263399,NA,NA,"carryover+talent",0,-14.3231994263399
2026,"Rhode Island",-14.375103041296,NA,NA,"carryover+talent",0,-14.375103041296
2026,"Elon",-14.4063296887909,NA,NA,"carryover+talent",0,-14.4063296887909
2026,"Prairie View A&M",-14.4357876195341,NA,NA,"carryover+talent",0,-14.4357876195341
2026,"Bethune-Cookman",-14.6486302295307,NA,NA,"carryover+talent",0,-14.6486302295307
2026,"Monmouth",-14.7390972222212,NA,NA,"carryover+talent",0,-14.7390972222212
2026,"North Alabama",-14.9295449489788,NA,NA,"carryover+talent",0,-14.9295449489788
2026,"William & Mary",-14.9931077603915,NA,NA,"carryover+talent",0,-14.9931077603915
2026,"Lafayette",-15.0584435611851,NA,NA,"carryover+talent",0,-15.0584435611851
2026,"Maine",-15.105091191699,NA,NA,"carryover+talent",0,-15.105091191699
2026,"UT Martin",-15.1518895404169,NA,NA,"carryover+talent",0,-15.1518895404169
2026,"South Carolina State",-15.5663034999058,NA,NA,"carryover+talent",0,-15.5663034999058
2026,"Murray State",-15.6426761128648,NA,NA,"carryover+talent",0,-15.6426761128648
2026,"The Citadel",-15.6732853810545,NA,NA,"carryover+talent",0,-15.6732853810545
2026,"North Carolina Central",-15.7636037625088,NA,NA,"carryover+talent",0,-15.7636037625088
2026,"Bucknell",-15.95525883022,NA,NA,"carryover+talent",0,-15.95525883022
2026,"Fordham",-16.0198374052862,NA,NA,"carryover+talent",0,-16.0198374052862
2026,"East Texas A&M",-16.0249225634387,NA,NA,"carryover+talent",0,-16.0249225634387
2026,"Robert Morris",-16.528326095584,NA,NA,"carryover+talent",0,-16.528326095584
2026,"Alcorn State",-16.6631210560521,NA,NA,"carryover+talent",0,-16.6631210560521
2026,"Duquesne",-16.8125749100517,NA,NA,"carryover+talent",0,-16.8125749100517
2026,"Stony Brook",-16.9253198839232,NA,NA,"carryover+talent",0,-16.9253198839232
2026,"Norfolk State",-17.5598765760576,NA,NA,"carryover+talent",0,-17.5598765760576
2026,"VMI",-17.6271885355743,NA,NA,"carryover+talent",0,-17.6271885355743
2026,"North Carolina A&T",-17.9291625162802,NA,NA,"carryover+talent",0,-17.9291625162802
2026,"Northwestern State",-18.8305701747804,NA,NA,"carryover+talent",0,-18.8305701747804
2026,"Wagner",-18.8906702497465,NA,NA,"carryover+talent",0,-18.8906702497465
2026,"Central Connecticut",-19.7470207230536,NA,NA,"carryover+talent",0,-19.7470207230536
